nflId,team,tackle_name
53631.0,CIN,Chris Evans
40001.0,CHI,Margus Hunt
41599.0,HOU,Joe Thomas
44922.0,HOU,Jaleel Johnson
53496.0,HOU,Davis Mills
48485.0,CLE,Blake Hance
45045.0,CLE,Elijah Lee
39947.0,IND,Eric Fisher
46121.0,IND,Kemoko Turay
46275.0,IND,Matt Pryor
44956.0,IND,Marlon Mack
53532.0,LA,Ernest Jones
53662.0,LA,Jake Funk
52530.0,IND,Jacob Eason
46074.0,DEN,Bradley Chubb
52589.0,DEN,Netane Muti
43352.0,JAX,Adam Gotsis
52548.0,JAX,Shaquille Quarterman
52586.0,DEN,Justin Strnad
52524.0,JAX,Ben Bartch
39960.0,BUF,Star Lotulelei
52426.0,MIA,Austin Jackson
44857.0,MIA,Adam Shaheen
53079.0,BUF,Reggie Gilliam
52494.0,BUF,Zack Moss
43380.0,MIA,Jacoby Brissett
40096.0,BUF,A.J. Klein
48011.0,BUF,Tommy Sweeney
48482.0,BUF,Tyrel Dodson
43535.0,BUF,Tyler Matakevich
53861.0,MIA,Robert Jones
47881.0,NYJ,Quincy Williams
45203.0,NE,Tashawn Bower
53000.0,NE,J.J. Taylor
45286.0,NE,Harvey Langi
52422.0,SF,Javon Kinlaw
53466.0,PHI,Landon Dickerson
47805.0,PHI,Andre Dillard
53620.0,PHI,Tarron Jackson
52511.0,PHI,Davion Taylor
46902.0,PIT,Robert Spillane
47787.0,LV,Clelin Ferrell
43861.0,LV,Peyton Barber
53585.0,PIT,Isaiahh Loudermilk
46134.0,LV,Brandon Parker
47905.0,PIT,Benny Snell
42810.0,PIT,B.J. Finney
52725.0,MIN,Ben Ellefson
45142.0,ARI,Darrell Daniels
53577.0,ATL,Ta'Quon Graham
41667.0,TB,Josh Wells
40463.0,ATL,Brandon Copeland
46079.0,ATL,Josh Rosen
41242.0,DAL,Zack Martin
52938.0,DAL,Terence Steele
52805.0,LAC,Joe Gaziano
47913.0,LAC,Drue Tranquill
47874.0,LAC,Trey Pipkins
45599.0,DAL,Corey Clement
53039.0,DAL,Azur Kamara
47971.0,TEN,David Long
42402.0,TEN,Ty Sambrailo
53065.0,TEN,Tommy Hudson
43318.0,SEA,Robert Nkemdiche
47812.0,SEA,L.J. Collier
46237.0,SEA,Jamarco Jones
53063.0,TEN,Aaron Brewer
43460.0,SEA,Alex Collins
53564.0,TEN,Rashad Weaver
42406.0,KC,Frank Clark
53523.0,BAL,Ben Cleveland
41332.0,BAL,Devonta Freeman
52894.0,BAL,Trystan Colon
52600.0,GB,Jon Runyan
53470.0,DET,Levi Onwuzurike
52475.0,DET,Julian Okwara
46157.0,GB,Oren Burks
52498.0,HOU,Jonathan Greenard
48008.0,CAR,Darryl Johnson
43484.0,WAS,Wes Schweitzer
48566.0,WAS,Daniel Wise
44814.0,BUF,Mitchell Trubisky
48512.0,BUF,Ryan Bates
53640.0,CLE,Demetric Felton
42378.0,CHI,Mario Edwards
44970.0,DET,Will Holden
46267.0,BAL,Reginald McKenzie
53600.0,BAL,Daelin Hayes
37778.0,BAL,Josh Bynes
53059.0,BAL,Kristian Welch
45281.0,JAX,Jacob Hollister
42476.0,ARI,Max Garcia
44949.0,ARI,Sean Harlow
45719.0,JAX,Dare Ogunbowale
53489.0,NO,Pete Werner
44905.0,NO,Montravius Adams
47826.0,NE,Jahlani Tavai
45005.0,NO,Alex Armah
53635.0,NO,Landon Young
44835.0,NYG,Evan Engram
53645.0,NYG,Quincy Roche
43337.0,ATL,Jason Spriggs
54038.0,ATL,Feleipe Franks
53612.0,ATL,Avery Williams
53475.0,CIN,Jackson Carman
52662.0,PIT,Derrek Tuszka
43487.0,PIT,Derek Watt
46543.0,PIT,Henry Mondeaux
47985.0,CIN,Isaiah Prince
43444.0,PIT,Joe Haeg
47947.0,IND,E.J. Speed
43698.0,TEN,Woodrow Hamilton
43938.0,IND,Antwaun Woods
42765.0,IND,Chris Reed
53575.0,NYJ,Jamien Sherwood
48096.0,DEN,Andrew Beck
53527.0,DEN,Quinn Meinerz
43079.0,NYJ,Daniel Brown
46216.0,DEN,Micah Kiser
53534.0,DEN,Baron Browning
53509.0,LV,Divine Deablo
53681.0,LA,Chris Garrett
54006.0,SEA,Jake Curhan
48181.0,GB,Yosuah Nijman
53517.0,SF,Trey Sermon
48009.0,GB,Ty Summers
42667.0,DAL,Justin Hamilton
53513.0,DAL,Chauncey Golston
48513.0,PHI,Nate Herbig
46270.0,PHI,Boston Scott
48555.0,DAL,Luke Gifford
53544.0,DAL,Jabril Cox
44953.0,ATL,Wayne Gallman
53960.0,WAS,Jaret Patterson
41563.0,WAS,Cornelius Lucas
53490.0,BUF,Carlos Basham
42771.0,HOU,Neville Hewitt
45223.0,HOU,Hardy Nickerson
53590.0,BUF,Tommy Doyle
53599.0,HOU,Garret Wallow
42382.0,CHI,Eddie Goldman
46679.0,DET,Evan Brown
52859.0,CAR,Rodney Smith
44967.0,DAL,Jeremy Sprinkle
53978.0,DAL,Austin Faoliu
39008.0,CAR,Julian Stanford
42954.0,MIA,Greg Mancz
45038.0,IND,Isaac Rochell
46238.0,IND,Jordan Wilkins
52557.0,IND,Danny Pinter
53539.0,CLE,James Hudson
43695.0,NYG,Matt Skura
46314.0,NO,Will Clapp
43525.0,NO,Dwayne Washington
53636.0,NYJ,Jonathan Marshall
46843.0,TEN,Sharif Finch
48663.0,TEN,Amani Bledsoe
53900.0,TEN,Naquan Jones
52553.0,PHI,Jack Driscoll
46169.0,KC,Dorian O'Daniel
39146.0,KC,Mike Remmers
46657.0,ARI,Dennis Gardeck
46229.0,LA,Ogbonnia Okoronkwo
46674.0,ARI,Ezekiel Turner
42364.0,SEA,Cedric Ogbuehi
52541.0,SEA,Colby Parkinson
50963.0,SF,Jacques Patrick
37792.0,SEA,Nick Bellore
46209.0,SF,Maurice Hurst
43821.0,SF,Jake Brendel
53584.0,SF,Jaylon Moore
39996.0,BAL,Le'Veon Bell
52503.0,DEN,McTelvin Agim
47825.0,DEN,Drew Lock
34457.0,BAL,Andre Smith
46200.0,PIT,Kalen Ballage
53999.0,GB,Jack Heflin
46915.0,TB,Codey McElroy
43510.0,NE,Ted Karras
39993.0,TB,Kevin Minter
45063.0,TB,Pat O'Connor
45346.0,LV,Jordan Simmons
41324.0,LAC,Michael Schofield
39987.0,SEA,Geno Smith
41595.0,ATL,Mike Pennel
52932.0,GB,Ladarius Hamilton
52614.0,GB,Tyler Davis
52534.0,HOU,Charlie Heck
41069.0,NE,James Ferentz
47884.0,NE,Yodny Cajuste
40077.0,TEN,John Simon
53521.0,TEN,Monty Rice
53535.0,JAX,Jay Tufele
45030.0,TEN,Corey Levin
48034.0,JAX,Dakota Allen
52649.0,JAX,Chapelle Russell
41665.0,JAX,Tyler Shatley
41387.0,TEN,Caraun Reid
45533.0,TEN,Joseph Jones
41235.0,MIN,Anthony Barr
52538.0,MIN,James Lynch
53452.0,MIN,Christian Darrisaw
53315.0,DEN,Aaron Patrick
37112.0,MIA,Jabaal Sheard
37083.0,TB,Blaine Gabbert
46852.0,TB,Aaron Stinnie
53524.0,TB,Robert Hainsey
42512.0,WAS,David Mayo
48318.0,NO,Devine Ozigbo
52570.0,WAS,Khaleke Hudson
53991.0,LAC,Forrest Merrill
52520.0,LAC,Joshua Kelley
45033.0,CLE,Ifeadi Odenigbo
44045.0,LV,Jalen Richard
48700.0,CHI,Jesper Horsted
48158.0,CHI,Alex Bars
38718.0,CHI,Danny Trevathan
44984.0,LV,Nathan Peterman
46797.0,SF,Tanner Hudson
43206.0,ARI,Ross Travis
47914.0,NYG,Wes Martin
40021.0,NYG,Mike Glennon
46796.0,KC,Demone Harris
52471.0,KC,Willie Gay
46198.0,JAX,Will Richardson
53921.0,LAC,Amen Ogbongbemiga
52829.0,LAC,Breiden Fehoko
53614.0,LAC,Nick Niemann
37179.0,MIN,Luke Stocker
47919.0,CAR,Michael Jordan
46166.0,MIN,Mason Cole
53091.0,CHI,Artavis Pierce
53910.0,CHI,Sam Kamara
46781.0,CHI,Ryan Nall
53619.0,CIN,Trey Hill
43490.0,CIN,Brandon Allen
47965.0,CIN,Trayveon Williams
48085.0,CIN,Fred Johnson
52797.0,CIN,Joe Bachie
41630.0,HOU,Justin McCray
52602.0,IND,Khalil Davis
46158.0,LA,Joseph Noteboom
46323.0,NYG,Korey Cunningham
47180.0,LA,John Wolford
46300.0,LA,Travin Howard
53675.0,WAS,Shaka Toney
42395.0,ARI,Jordan Phillips
48473.0,ARI,Jonathan Ledbetter
43392.0,CLE,Sheldon Day
47605.0,CLE,D'Ernest Johnson
43540.0,ARI,Joe Walker
46536.0,CLE,Johnny Stanton
38937.0,CLE,Case Keenum
40608.0,LV,Damion Square
46461.0,DEN,Mike Boone
46387.0,LV,Kendal Vickers
48094.0,DEN,Calvin Anderson
36785.0,DAL,Ty Nsekhe
53933.0,DEN,Curtis Robinson
52895.0,BAL,Tyler Huntley
44942.0,BAL,David Sharpe
46786.0,WAS,Bunmi Rotimi
41707.0,WAS,Tyler Larsen
42565.0,MIA,Austin Reiter
42869.0,ATL,James Vaughters
47940.0,NYJ,Blake Cashman
46504.0,NE,Daniel Ekuale
46240.0,NYJ,Mike White
52528.0,NYJ,La'Mical Perine
47875.0,NYJ,Chuma Edoga
48685.0,NYJ,Noah Dawkins
34843.0,NE,Brian Hoyer
42887.0,NE,Brandon King
52887.0,NYG,David Moa
52642.0,CAR,Clay Johnston
42386.0,NYG,Benardrick McKinney
45159.0,CAR,Phillip Walker
52591.0,NYG,Cam Brown
53482.0,TEN,Dillon Radunz
52501.0,TEN,Darrynton Evans
42569.0,TEN,Bobby Hart
33138.0,KC,Chad Henne
49476.0,KC,Derrick Gore
53959.0,DET,Brock Wright
52643.0,DET,Jashon Cornell
41327.0,PHI,Richard Rodgers
53724.0,LV,Matt Bushman
41722.0,ARI,Josh Mauro
52635.0,CHI,Lachavious Simmons
46544.0,TB,Deon Yelder
52484.0,TB,Ke'Shawn Vaughn
53605.0,TB,K.J. Britt
53688.0,TB,Grant Stuard
53740.0,NO,Josiah Bronson
